year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1991,811.9029478132724,444.5390466103431,344.55013321289624,307.18524498821347,297.2547203263534,837.0575864455172,792.9668147145516,851.4742987444629,833.7795212916394,458.29725823109226,657.9917985786639,690.6207721318218,863.9432446664922,834.2163047745146,603.9289774987773,816.583819577876,736.7819814200335,844.5721900880296,636.3147496950733,756.5748966200118,444.5390466103431,344.55013321289624,307.18524498821347,297.2547203263534,837.0575869428334,792.9668139020878,851.4742987444629,833.7795210805377,458.29725693216386,657.9917990528438,690.6207726988271,863.9432440994871,834.2163050032359,603.9289781476102,816.5838204705527,736.7819807702032,844.5721905631083,636.3147497705877,756.5748973380352,567.157202141249,902.2991428975905,605.8016492068523
1992,756.4446961805226,208.88544088370176,233.61096666932286,232.8358958939633,384.8736444141844,908.6211883071458,931.0807920245576,954.3530733754369,779.9960557624565,651.5766488612202,681.8158389708252,604.056225611254,799.9119755786977,782.6989746568403,712.1740125959013,914.7499885569954,791.4125487173061,760.2939571005965,649.5090722296328,781.0504293096266,208.88544088370176,233.61096666932286,232.8358958939633,384.8736444141844,908.621187506451,931.0807928836496,954.3530733754369,779.9960545566731,651.5766488037713,681.8158382854126,604.0562259291836,799.9119752607685,782.6989751484489,712.1740120894004,914.7499893415004,791.4125486637785,760.293957562723,649.5090721392595,781.0504299152203,531.7397534117505,943.7711813331119,948.5350934148414
1993,803.2358958944677,322.4901526813007,289.45231344520454,177.83310617453392,330.8459893692103,967.6066106362172,795.899988750702,872.5933424105698,711.4758432907335,378.95863677504497,704.1788016820159,654.8354898921751,779.1006718431985,735.4307549841402,633.4759208037473,861.0354087040366,754.7832755850899,753.0513502566162,657.2347661779351,785.2451526423021,322.4901526813007,289.45231344520454,177.83310617453392,330.8459893692103,967.6066110797289,795.8999894512459,872.5933424105698,711.4758441022358,378.9586372030168,704.1788010438589,654.835489228232,779.1006725071416,735.4307543825839,633.4759200163193,861.0354081831256,754.783276824237,753.0513493821179,657.2347661950981,785.245152270662,501.0015632031348,1033.51483733747,854.4543581504087
1994,844.9705382958056,249.16682469134767,314.4881439917709,245.8934398153526,307.04689167008223,863.2396646555067,822.1015116026849,900.4478483845024,644.5507194345197,368.73212648275023,741.2845548526881,731.6264638233077,883.9484500110718,629.7442433164981,649.2966922207912,836.0196921934069,764.9536207223994,735.7453089623965,566.5016740165364,747.8099064452144,249.16682469134767,314.4881439917709,245.8934398153526,307.04689167008223,863.239664375748,822.1015107630707,900.4478483845024,644.550719192377,368.7321267213257,741.284554326144,731.6264650437026,883.9484487906768,629.7442431707348,649.2966927608954,836.0196928003242,764.9536204876276,735.7453089508311,566.5016733635725,747.8099059854832,535.6112368691737,1024.2406565254664,605.0889869824011
1995,863.7640586718917,320.84557034173366,229.90057903867128,268.01367052140444,365.3217560050308,948.2291363715116,1018.744402131212,878.4030663716865,730.1391438321102,558.7654344268437,781.9720483742534,732.6303727348964,743.498191609277,657.1623414668068,764.1382710812061,755.8629777449518,822.7757551188358,806.3773379062796,602.2431708995945,775.057840913829,320.84557034173366,229.90057903867128,268.01367052140444,365.3217560050308,948.2291372807646,1018.7444020089316,878.4030663716865,730.1391447356135,558.7654347158843,781.9720485745196,732.6303729487507,743.4981913954223,657.1623417586466,764.1382710972628,755.8629775549907,822.7757529948694,806.3773392200936,602.2431712096796,775.0578409080771,687.9729085779902,805.782615978633,591.1133363643162
1996,863.366221293807,351.69678824930344,239.66017176212262,102.97427209474772,422.20578021382187,814.8686286521832,1019.7896885677153,919.4980027541425,796.3227950093699,425.2237633232068,671.6279728596303,638.6691148181035,784.3553214819508,761.2223280663056,571.6566824512049,864.2332516208141,681.0093096292793,879.8819461551303,748.9715313042168,821.1584579490017,351.69678824930344,239.66017176212262,102.97427209474772,422.20578021382187,814.8686269850288,1019.7896892793783,919.4980027541425,796.3227942774364,425.22376369363036,671.6279734650021,638.6691138358121,784.3553224642419,761.2223284010491,571.6566823154119,864.2332517791384,681.009309133715,879.881946915512,748.9715300016055,821.1584588484908,834.7044786622084,829.9182859232503,425.02787036790517
1997,846.4156582206487,340.660708915845,296.81298654240584,287.2617814062641,333.8236980388952,823.3815695633205,1027.993092115735,807.4384625455536,714.7884455330054,574.8437929931658,762.106726803417,728.1854054770615,798.4757446671206,806.7031402977028,670.2849034983925,908.241823825749,743.6416773338888,878.1273580915655,562.6925960927281,779.7597513801452,340.660708915845,296.81298654240584,287.2617814062641,333.8236980388952,823.3815694159686,1027.9930931486222,807.4384625455536,714.7884452846768,574.8437929734039,762.1067269767265,728.1854056504186,798.4757444937636,806.7031416772563,670.2849022882939,908.2418236140174,743.6416781324668,878.1273581130172,562.6925948808024,779.7597525518215,614.859459818541,823.0103774542201,630.1310385184
1998,682.8422770574689,386.6431935428134,233.66095739214953,215.40402902516317,160.3081030082202,878.1713434678828,946.4097614868392,799.6317904771045,597.9316510392946,581.349051288874,626.5212103615111,672.0439622931867,816.1042954375274,637.1901755710988,622.5036957513166,878.7982664897146,766.0376545691022,656.2840851197616,662.4690215779996,694.7758495203196,386.6431935428134,233.66095739214953,215.40402902516317,160.3081030082202,878.1713443828723,946.4097611253541,799.6317904771045,597.93165217024,581.3490521054308,626.5212097379199,672.0439622431699,816.1042954875442,637.1901745360059,622.5036960853892,878.7982684558326,766.037654920067,656.284086169516,662.4690211043958,694.775850528774,652.9904015642231,825.9929844963548,749.7921526154863
1999,776.2921771220862,288.77540332045953,188.66002975059078,245.68822992498627,359.4281252812497,927.4160190405061,1031.6138012527372,812.419721360733,628.4819555952886,719.972880443331,784.9163068751988,749.1552706384364,855.7399084829175,694.8477715675176,744.9646183914277,832.3507563700751,797.9993924427293,846.660575722567,690.2126577622478,704.1287238804553,288.77540332045953,188.66002975059078,245.68822992498627,359.4281252812497,927.4160186212259,1031.6138005907849,812.419721360733,628.4819552381426,719.9728795116861,784.9163070620075,749.155272128536,855.7399069928179,694.8477725824736,744.9646192883451,832.3507570902823,797.9993923204363,846.6605750775955,690.2126574781687,704.1287238905534,735.1606195739643,748.3545720860818,872.643961683914
2000,822.128842316568,279.8004325492384,387.0512072091769,125.33930867173903,410.5046073187661,698.3599673055337,924.8154996987312,818.4748957811305,773.2029290722643,389.2127816399818,780.2019777089901,707.1435049226933,819.2216049195624,801.3102600856423,582.0282266757231,872.9991429388881,663.5616278416948,807.3962600227234,523.9494447785602,763.3380980492135,279.8004325492384,387.0512072091769,125.33930867173903,410.5046073187661,698.3599686498162,924.815499578451,818.4748957811305,773.2029299267155,389.21278059954665,780.2019777994285,707.1435048925053,819.2216049497503,801.3102600256124,582.0282271481947,872.9991434102836,663.5616277315306,807.3962604604601,523.9494452655055,763.3380981385756,845.1239401142763,730.9931045451272,701.4099359773828
2001,752.2096121907234,281.7000986497632,339.35571607004357,170.91137546491927,232.03057983755403,938.5111192620737,955.1092714975733,686.3308936897075,785.9626492001626,379.3000332244746,664.0211847154001,722.6630615771721,674.5482076758904,927.4318510889411,743.2914132071902,742.7537703669885,762.4881003605354,791.0801307685045,646.2397910748098,785.1393988578869,281.7000986497632,339.35571607004357,170.91137546491927,232.03057983755403,938.5111192739972,955.1092723891301,686.3308936897075,785.9626493963005,379.3000341828674,664.0211837378173,722.6630604252651,674.5482088277975,927.4318498510079,743.2914125985486,742.7537707827458,762.4881021116661,791.0801302699908,646.2397911525148,785.139398904703,677.9926890747556,591.6817748068826,547.4837216299751
2002,614.0565739125013,303.80482942029994,390.22840790939097,275.10846162991623,374.3747706232866,1056.0806188905328,978.9973607084024,642.9749435518077,750.4713819004734,571.477549000079,679.5463133823347,640.2500687538491,800.3734282560537,749.9660996571031,623.8978528636706,973.7050886395248,733.8394813767829,803.7913711092034,641.4912391961693,791.5130288141003,303.80482942029994,390.22840790939097,275.10846162991623,374.3747706232866,1056.080618823579,978.9973606158196,642.9749435518077,750.4713817379923,571.4775484527981,679.5463137201344,640.250069453055,800.373427556848,749.9661006015258,623.8978537017944,973.7050884968005,733.8394821523328,803.7913702394364,641.4912395705402,791.5130281710517,589.6976893464529,732.8116120005524,645.2877731539076
2003,674.1475102044642,285.96227575514274,276.4585876695772,75.52635851116987,310.1723364218393,959.5949937750585,932.070086579985,741.832364961927,841.3190708892068,365.61235358137617,713.4954511228459,733.3500253980966,893.5334709492704,744.9715021445587,614.400695422602,814.9378158771433,635.5831602590858,844.6289378649957,684.4041017697443,773.3911364506229,285.96227575514274,276.4585876695772,75.52635851116987,310.1723364218393,959.5949937857007,932.0700872810706,741.832364961927,841.3190712633769,365.61235342061553,713.4954504955044,733.3500258306801,893.5334705166872,744.9715026508864,614.4006952064639,814.9378162801012,635.5831597925398,844.6289378614055,684.4041021369948,773.3911364423774,613.1968921688979,806.7368050654848,528.552441401857
2004,773.4184087589384,353.6719399373741,214.26674547269565,188.42923421256106,429.8949859740876,984.6997185496256,812.833645116609,726.3065940782132,796.7767229218708,513.2799979369624,619.4206836991957,717.3880832089159,847.1392771971495,826.8860003911471,604.0368995088664,819.2626786996066,712.5746883870291,771.2319242542459,678.1414419880697,797.9052962039442,353.6719399373741,214.26674547269565,188.42923421256106,429.8949859740876,984.6997183564013,812.833645069518,726.3065940782132,796.7767230777943,513.2799984307867,619.4206839035398,717.3880830863075,847.139277319758,826.8860004257922,604.0369008954918,819.2626787682591,712.5746879414842,771.2319247965808,678.1414429711602,797.9052950903155,515.7843757876965,802.7106571055355,553.3725522923171
2005,705.199129100889,244.7212643061232,256.0195412821735,237.58575879865543,449.94126234427375,885.9693722928919,1000.6467540054884,800.3034605435753,827.1353792214345,428.3484878882499,642.5350561271997,663.5001471448361,725.7603161778565,692.5601070203306,667.9955917803964,945.8020288236739,735.7910307060066,867.6036739421255,592.8493486012021,686.7270276752214,244.7212643061232,256.0195412821735,237.58575879865543,449.94126234427375,885.9693731168635,1000.646753476735,800.3034605435753,827.1353782602789,428.3484873458576,642.5350565832416,663.5001480284325,725.7603152942603,692.5601078312154,667.9955926898756,945.8020290153725,735.7910311402835,867.6036740811877,592.8493482445465,686.7270274134825,523.5289444999248,815.5831280275343,688.3182955324885
2006,692.7547244839371,293.06096068477973,220.43404373824558,274.5512825887888,363.5583695944227,826.7562078209461,946.4211837751595,770.7075847677502,903.4219433939348,541.0998722550693,638.9329883563546,689.3386571709993,754.0076855989566,857.3923184218493,654.8152217300484,761.9831259274408,781.6219427709253,730.9932238533801,565.5010975137824,807.5383660540272,302.87793065824616,221.5364718554456,195.26282809396568,398.67933270563367,874.1530530530084,1012.1955290841042,832.5855476550231,906.3222143393816,638.5578861426642,654.2362615423276,733.0699796996217,748.957483914139,778.6080460025877,759.3296338630341,818.3688045161284,785.6195767132158,837.8979899028799,671.1124276174053,736.5786857226078,531.4692778883804,675.5372714401442,892.4746098405948
2007,604.9056975971907,289.86080494393354,189.05663492573345,253.4197689901746,422.25893087110245,946.6922529113629,952.2830314207824,661.6246253258377,925.9712554031465,396.73252936802845,704.943968006073,703.1008580373967,764.2150504774667,745.361570771827,580.6308530978289,841.9262862321041,652.1619467841116,845.3533327273033,635.5338002348552,736.6178348717647,337.42223569087776,328.0644270251034,195.31633533173996,339.35885770751486,1024.1794037254617,985.3624834776148,829.4986919658307,876.2067594921458,640.7923207783829,669.8642191161117,752.349510487443,846.8470053819887,780.32480022638,756.047437276288,728.8746413737839,801.7568236540797,763.2864959211324,642.2041341547113,795.2074331327248,474.3382109865546,540.6929302389132,719.9068021786672
2008,733.62255622074,281.83654898849466,261.3668919663432,171.23881531692692,393.88527912802874,962.5433018132611,1083.1061602817463,600.3513353141047,805.1693705180513,419.59190643291936,712.0097554515874,728.5085820978304,921.5693177300735,658.0434572601052,722.9634640395269,770.7936604778938,662.6007455603143,830.419229598493,637.8686366714379,807.9330337751956,333.8464107489077,222.89209139289437,138.60012493578924,224.3367811063881,991.6118203451257,898.451763990287,793.3800107126832,789.5391357409706,568.993238608626,725.5619788214713,637.7483372895442,1008.8059048554542,679.1709854462845,739.6341840965054,903.9212737046728,721.3851119276865,722.0510828022753,750.9147758857894,656.5183930036733,513.9292704454873,763.6404702184955,477.99395403252754
2009,743.9519941657782,306.1479832894747,334.9044741407348,130.8021207749719,238.94278083216815,990.141883960775,960.808087730139,793.3511827118657,629.6628753414286,455.54443896394326,686.346477237058,669.8759438487411,816.3119465264801,713.4885443813122,661.3783801982584,869.0044601573669,579.0211799312727,775.1358346622353,754.5718067836638,796.837202781146,267.00887505972406,210.84071522321193,274.2744220662306,385.580721024643,957.2638243302706,800.6625217602441,772.8144891353373,739.192355658659,567.9655241278388,717.5922472533498,618.6504443691578,778.1111164859789,706.7846527645389,622.9633151960443,973.8995869873934,724.3019602748124,895.6103663834766,806.7114925178669,788.4843818918208,585.9907838233897,773.9027726531394,755.645437537811
2010,755.0594451278449,307.103885897103,197.66251836746454,50.02297371632616,372.1725876010254,984.0870801678055,963.4944945442918,797.9251210978667,717.8731081432197,306.56051507143934,605.530672414065,688.0881069317248,837.2611397337289,742.4867089149657,618.8036925464268,860.8721034049329,641.9576341497243,860.3049029465635,612.2069053512303,798.5443073149609,260.9443998682334,241.56198444110765,57.941685931639704,324.29486617305474,975.0541181379306,929.4722682328038,769.6266041256229,620.8630301273366,345.6714581699035,696.5758639083878,686.6573471412208,759.0598874721087,700.0054366983618,625.9301228784981,987.8341467468991,652.8814849355463,928.5779961385567,797.9858440563431,688.2664184571107,611.7573391048556,832.3832293140695,441.6815245358247
