year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9
2001,3959.0475068986416,2363.3345282087694,2239.3183922622884,2074.677732513678,2138.6929468764006,2428.07394780174,2259.9346137272555,2165.0690890955852,2186.7689416120097,2306.1448360988734,2211.0991879751205,2363.3345282087694,2239.3183916330463,2074.6777331429203,2138.6929468764006,2428.073948430982,2259.934613098013,2165.0690890955852,2186.7689416120097,2306.1448360988734,2211.099189092209
2002,4236.799484848976,2341.2860126621295,2196.9770964840254,2056.652636127128,2107.28037926808,2458.6260214205545,2114.6117643474886,2252.6612256557896,2226.6641767854285,2283.950076589862,2187.7723993061472,2341.2860126621295,2196.977096459303,2056.6526361518513,2107.28037926808,2458.6260214452773,2114.611764322766,2252.6612256557896,2226.6641767854285,2283.950076589862,2187.7723987352215
2003,3873.888153880835,2354.296850117511,2193.0435536828727,1965.8550243655438,2133.993895687268,2509.4762618017253,2222.345977515038,2316.8885838161314,2270.6066067535967,2331.1551043353293,2175.765427255705,2354.296850117511,2193.0435554222195,1965.855022626197,2133.993895687268,2509.476260062378,2222.345979254384,2316.8885838161314,2270.6066067535967,2331.1551043353293,2175.765427078265
2004,3981.0922834277153,2397.978916078596,2263.479925511039,2055.11664106098,2179.397176224852,2489.4681309721977,2271.4261303962635,2212.464314976896,2235.176989107995,2342.8108328037515,2286.8624887345827,2397.978916078596,2263.479927031592,2055.1166395404257,2179.397176224852,2489.4681294516436,2271.4261319168177,2212.464314976896,2235.176989107995,2342.8108328037515,2286.8624876171452
2005,3882.6336696743965,2474.3371972119144,2220.3362535692163,2055.8582145121586,2176.0300656160944,2439.986058149268,2160.338957339623,2251.4328099974723,2141.898785162586,2404.389006913938,2257.3558267251146,2474.3371972119144,2220.33625395651,2055.8582141248653,2176.0300656160944,2439.9860577619747,2160.3389577269163,2251.4328099974723,2141.898785162586,2404.389006913938,2257.3558268379993
2006,4056.9792288243775,2364.2451804185835,2228.8196761704176,2131.808665768107,2176.6617401127273,2429.5951412692502,2223.917327675479,2241.932751956485,2258.9514584877434,2416.5986966031924,2197.0712558595505,2366.8318579966913,2115.584790370147,2082.765031282741,2221.9097649986943,2422.11956138116,2282.98700280443,2162.2044913000263,2244.9350530938077,2403.1148904485312,2210.7491768277464
2007,4148.898897916079,2297.205825871838,2264.817889357639,2026.8718074080778,2188.952594357765,2416.178927014539,2210.73045330199,2285.924456514597,2240.7206135757556,2336.5703374595114,2147.6107176167734,2351.4900701572014,2207.0582053546314,1975.4626427976457,2100.5443823200785,2419.2100141848687,2332.639782214208,2227.1998792707896,2214.6255443360033,2315.465114564013,2289.1630615634263
2008,3782.9775938391685,2308.6073454201187,2254.708341454427,2067.485270444677,2206.3144632144163,2540.776058855064,2205.2965554712137,2372.939747733571,2190.0517922369245,2389.8278350790033,2201.17954187208,2331.729717346782,2241.772643249916,1972.1135480855705,2252.342991005274,2494.476526838261,2218.6978991797655,2332.412193447615,2251.4231533206666,2266.8276152461244,2157.475185802728
2009,3904.749345779419,2363.2682294939877,2210.501575558699,2040.5263239739513,2225.181199687808,2453.869852606236,2130.2823216317056,2320.664819181494,2317.931425905271,2327.8313489894163,2191.5822292862317,2294.217513429289,2196.8580636790975,2011.96757683887,2266.103652323135,2424.923765385061,2183.318487640884,2307.6642796797264,2261.3205041656115,2308.997442079404,2194.2616068736756
2010,3745.715880781412,2405.4529767806143,2227.249035246988,2132.8544930666235,2199.9262045323085,2466.5550236053955,2271.6803459634534,2339.954895520268,2242.3361993816275,2359.698161788312,2204.3164381234856,2454.0774286190886,2250.5328161861867,2146.1000559078793,2222.5309036198855,2372.596930795135,2097.670830581937,2327.227122419569,2157.268016284762,2358.315947676951,2244.746327567059
2011,4161.269917607307,2406.055269757623,2254.828598609339,2035.458526346847,2221.2948804287525,2558.2154703918404,2307.592590772273,2298.0836427770587,2316.374944883274,2331.4873849915475,2188.4393685019386,2422.9937486250983,2179.6529115046983,2012.629220336058,2161.4773685208916,2399.1421346203047,2207.678292335811,2344.930112052195,2256.916277794472,2379.5855561020103,2328.0151060214175
2012,3987.889042884112,2297.7620710837396,2154.7563581387617,2001.9151486346227,2271.9312220286397,2461.783405316494,2219.48161423241,2260.7579997065245,2243.876995188459,2402.0680045786803,2216.97727396379,2402.004337044006,2257.5139478106316,1982.0909521745255,2315.091227412643,2435.465666572318,2332.384219333687,2252.757899147109,2229.641779264541,2313.327464248107,2100.7346925721868
2013,4003.2653325796127,2287.9109483011457,2242.827127983258,2060.5267803716833,2170.7319252036477,2506.123946065328,2206.361571488099,2268.601735811772,2213.3270825629934,2461.7195593790475,2188.5687488215285,2296.2881629116773,2223.4179041912007,2027.165584696957,2320.567910000514,2473.831398066433,2308.5117238544885,2302.8376489627026,2286.9567606971787,2325.8031260320226,2251.6677707695103
2014,4026.6025695204744,2313.9564463240404,2222.0200767922383,2097.554317665724,2159.1062761220496,2466.2067652200662,2181.894207956789,2401.4720905354943,2202.0402098489235,2400.662097277702,2178.922575752889,2316.5972044548985,2235.7548784505925,2003.111494276457,2177.8264768879667,2513.498053309278,2262.5373334764754,2305.1690037477624,2366.9202763604335,2418.014376986831,2234.5732229822847
2015,4073.746377587318,2393.4941088799274,2277.0059238337117,2058.4165169124285,2204.936876830312,2477.2387221757544,2298.7069528542374,2324.653784386734,2269.7706310764443,2300.8943988392894,2312.1058355151904,2342.090731002425,2232.119145697009,1983.9505722683696,2215.8894814808627,2405.964858833232,2220.1886632951237,2286.298932040171,2333.326347603623,2377.9390153138925,2139.2049509451094
2016,4167.863166302443,2361.8729692184265,2224.930317139024,2041.2045808383448,2198.5908142675644,2461.9069368087867,2339.8016298173225,2322.3934064313903,2289.40106596443,2401.218634546391,2142.9333725536194,2491.8432653562663,2272.590462119037,2004.8945095044267,2166.2656110403077,2516.9051371555024,2145.600759916034,2348.111131723747,2385.9133644855037,2514.1690526750886,2198.071608950011
2017,4079.5834828615193,2439.1997706431066,2248.073061412584,2056.8346395134804,2096.398881090279,2563.237091326748,2240.317578836591,2281.95808642653,2148.7040653297317,2298.7386058652846,2206.3605195393925,2272.030412589665,2199.2761493412686,2015.2718499830269,2249.206845973117,2469.8513309935593,2243.5917694070563,2268.0836496910943,2330.1418726314478,2450.7234742751893,2222.108087002901
2018,4078.122413381934,2301.694731111471,2193.267044918509,2126.9579197629023,2170.150228359177,2445.747087427427,2228.6456418354255,2343.741844964725,2263.7562580154404,2368.570284706348,2388.757133118716,2435.168787840838,2231.7189788011588,2064.564495345272,2199.325016648099,2393.484451533651,2304.331979745567,2301.1104018216624,2216.092959019637,2437.904176444284,2239.4411111946656
2019,4235.027882665396,2351.9714658241996,2258.791109841855,2007.3360603510703,2150.8731445593994,2424.7360898116603,2191.2157736972886,2391.5467104794566,2307.589724645682,2389.5747310345228,2254.5149864761797,2382.4235313267914,2207.242017731001,2143.455493827145,2230.075419833291,2453.6249448668664,2283.5521956449365,2265.878521522267,2195.7244605295896,2464.004683054465,2268.57464013254
2020,,2392.1092663746963,2249.5620079765645,2059.2373911431396,2207.663135830093,2443.8024958933565,2272.296281696093,2401.2546284262176,2185.8132959049863,2398.2257011257943,2197.156171268763,2404.84629104593,2242.5482768929314,1986.8017691445616,2151.2710226112595,2474.3555101069433,2352.925941181871,2323.310375402592,2222.469750007611,2461.046041997391,2239.519530199043
2021,,2347.9661762297224,2262.4476143965,1976.4572617161132,2254.0228850467515,2468.5672631779917,2256.636203743959,2310.833536296422,2360.5169805505716,2440.543819753138,2235.9635008343234,2384.963276908205,2239.8269911704056,2083.5758339599793,2170.623309485647,2476.351834332222,2238.613800949577,2240.6651333532363,2235.5944117012086,2388.0782896545766,2174.382577675107
2022,,2371.9977952222384,2274.7256590582683,2030.2255236159522,2217.3643875768494,2561.346338299785,2145.2416159894256,2313.0369642636333,2253.805774810692,2465.880282399079,2322.6063055555096,2356.4105089461214,2226.9515699927265,2096.1139403455163,2171.7790378222867,2493.3344921726903,2313.0253788185064,2336.4071791913307,2327.5115304485166,2431.6031666266135,2334.797329243968
2023,,2412.862717734045,2263.6371707877856,2030.319334556941,2295.0261603883732,2576.9095660291036,2127.227353628633,2389.1579398625126,2240.7336028808218,2542.91921507157,2217.476458321497,2396.285319664041,2272.784808240535,2135.4669226856713,2230.3529854346266,2497.452841044545,2264.4118689206575,2405.1490172741974,2228.9013753874156,2347.332864538927,2205.472464701355
2024,,2419.6335904102903,2234.9410261246217,2128.211380613011,2216.22427888237,2464.21260736183,2221.45166600569,2354.7904770519726,2184.6920925981162,2445.0656720212905,2260.226282930401,2420.6588181975603,2222.851073150763,2163.589972200569,2222.0881366575095,2440.179526124245,2328.997787536939,2305.7831179413965,2236.3968506366264,2419.2506906855447,2219.127557433334
2025,,2369.8754187780987,2284.469390722168,2041.828059441353,2245.1677307907516,2551.4299704045493,2283.4175957782063,2269.7551263660844,2251.926779308894,2389.808925354227,2272.186312877345,2365.8150558852544,2155.6476907690426,2098.6435664217393,2206.706788654559,2538.5831667988036,2269.909736770321,2366.558685852987,2244.5962710292783,2474.287395581085,2194.567616574104
2026,,2425.5270526935637,2314.3604164508865,2142.821361095882,2168.0081270650144,2467.4292680400204,2304.5090665299304,2344.34507734768,2236.278929435961,2451.867673755844,2328.4613213499238,2321.831374002031,2338.3626589438127,2094.4329866938137,2208.7282749188953,2517.209389199294,2221.278378897725,2332.790062619978,2321.89129694384,2409.6923494599705,2342.0320318371214
2027,,2355.5719054886004,2227.5276543695313,2054.423401163242,2272.873121166957,2488.750250908005,2306.3927373809397,2334.7612775046778,2283.9319968198506,2414.580136946937,2210.633073970419,2376.2454170126834,2278.921723418301,2101.2016885984835,2305.3182898232108,2517.524407996171,2287.234213511331,2319.8115830367988,2274.9164949822425,2407.9463150979673,2226.6580299181583
2028,,2396.9768038145266,2220.0081203421314,2088.82522200008,2231.3227962619926,2600.9480950436146,2325.5733196838564,2332.5910321850706,2251.928308450475,2398.452823899025,2260.6133368299093,2404.308247823388,2301.386855747151,2055.856809191265,2224.854244515362,2514.521931901954,2380.7204559419374,2361.1405242167352,2254.5736830862506,2406.8612217542664,2136.2011902037207
2029,,2419.9568047596345,2283.8163556317963,2196.1260345168043,2257.700691085864,2527.08819077374,2233.105932424356,2279.479079899293,2289.270973979489,2348.183638130134,2255.4431820351115,2371.6420435852388,2402.7569205435702,2006.525140506694,2266.858866725687,2504.3909686664642,2408.3367125908276,2314.307218141474,2254.394787461901,2394.3077264810954,2260.9108560168524
2030,,2376.0990555412886,2238.196899342955,2162.9059277210376,2219.491505843623,2589.0276142868843,2261.370892733604,2286.1866334879237,2200.212315682351,2530.860861681897,2216.214800427485,2409.267601917377,2304.1912361224727,2206.1923860692086,2245.2436329455604,2500.054918920916,2283.949789991323,2248.2030391163703,2319.00779482476,2424.638301340334,2259.7843884013296
2031,,2413.350902530049,2240.880783494278,2181.6790224662413,2134.685207254694,2497.1619926429744,2330.393224640583,2205.108521752076,2260.672149407174,2434.066723328087,2205.107410220613,2436.160954637813,2281.377965860905,2019.3812451758088,2241.828238553024,2565.759284162672,2237.101447419065,2322.807446886727,2233.3922720611727,2400.745846491893,2301.29468260551
2032,,2446.386898719885,2338.927907379911,2029.073946431807,2154.4907905577675,2529.6780897145827,2328.4787622782787,2330.228836287794,2238.1478589482736,2365.9538146019086,2236.2090038596875,2427.8025865107247,2240.4423432239905,2201.2497096581224,2252.629502567994,2552.076214490824,2292.7591758148365,2426.440628229654,2260.5539440328844,2391.6528043538447,2362.7062432879584
2033,,2393.309652903945,2195.7565268765165,2115.0351037376463,2270.960185247133,2520.415517456382,2215.2833229912403,2259.6104029513767,2362.2072974229645,2483.0207649729487,2262.189008481368,2432.2704823157583,2252.274980018573,2078.701976536375,2217.855312440272,2513.096244490132,2305.944056369011,2334.9345605338603,2439.5163638858544,2368.4654687643465,2128.2903255389315
2034,,2366.067749340805,2315.6068527647767,2039.2478729136762,2282.7860943389055,2600.61358489209,2201.9860221915937,2249.6497325586265,2309.716548038943,2458.512963069091,2295.22319204393,2432.5417849277,2241.2693021224254,2172.9665420697456,2241.5707426340764,2478.891052880665,2352.3854386452126,2279.2648933106866,2308.4578718609287,2462.963476256757,2311.801409512682
2035,,2407.5515355677335,2292.7271033041307,2163.318201320632,2300.2921052078987,2558.8255479397717,2225.2128039586423,2212.291613994577,2296.4971390664077,2355.647047209686,2155.247517953996,2508.3722085759173,2257.46198075723,2013.713377900753,2194.5325043941757,2500.727728249918,2264.0352886406463,2189.740286744761,2259.784032508019,2331.3312471469626,2217.5361422115243
2036,,2444.5348295199983,2295.935103356678,2077.8813950964113,2186.6479216477273,2512.985581834824,2221.879096286516,2335.85667440379,2312.6468680007565,2293.094263268308,2253.386295500777,2452.7406279632737,2315.6474698626453,2124.0394810887797,2262.120600051702,2596.784797239389,2132.9526336226686,2286.974613758853,2242.6353579229303,2456.8888881626035,2182.251239181861
2037,,2360.788166815468,2202.285879611297,2143.5508290436273,2152.272205189008,2482.887277335156,2292.7408033806537,2302.9737074479535,2366.456562696528,2433.065315915811,2201.6424421045426,2427.702103766973,2360.419599235252,2178.4721371754076,2283.547800832138,2553.508042722093,2244.1949990055227,2310.206540666672,2306.901396720425,2420.5561764825093,2311.3024612765566
2038,,2446.627711704967,2257.0444352997856,2096.2728245940816,2283.593628637352,2499.817553212101,2229.5875911094613,2260.4356100658506,2286.5714055394865,2520.3052654181597,2301.777772651013,2370.397421674441,2260.572840058124,2092.5160759984697,2221.2443784466345,2546.360707678413,2293.3921352253783,2325.3771042412054,2320.6860016333226,2432.7097999990274,2228.290767302293
2039,,2361.778109427434,2332.7425377581635,2249.6200640562965,2263.0313040445967,2502.4130191621857,2329.0499874096568,2179.887003385443,2290.8970911859933,2434.5393405073687,2204.9515050060386,2401.791670150922,2222.0674128290257,2083.9651173626576,2282.643831633604,2602.9718634546707,2410.800269824206,2399.902091197392,2406.7828619146203,2382.9149245091426,2273.2325531108086
2040,,2403.833882294884,2268.6538209252744,2172.9334829300496,2164.38749684672,2587.848238664369,2223.0364111641597,2291.6589189764027,2297.4340589845197,2411.63132220336,2323.1231591393507,2451.1292587627804,2255.3660606082276,2114.5405434848844,2227.6434661563803,2578.0594471137892,2202.227303989384,2382.311809219024,2327.4119287286767,2453.6550812887685,2334.351567542
2041,,2437.4922475930125,2263.0615005287605,2090.5071681577997,2286.0188493110086,2526.260472346779,2262.103812241141,2334.6857829297946,2249.863275751395,2436.445016446256,2276.8188365449164,2429.4659266766234,2260.649678055689,2107.0210134391655,2182.8074878579478,2564.482301975809,2258.408152365945,2384.3112386133066,2283.770244654464,2495.7150619052964,2388.577360526891
2042,,2424.7843080287735,2283.1184929989795,2221.7027131125637,2233.102763762133,2573.5976330632434,2314.6165674301637,2362.4282207663337,2242.2014241899647,2371.990305495193,2325.457799942393,2499.8122926895867,2241.522581701392,2125.343332286643,2272.22611221132,2543.5999858513455,2288.621389315722,2396.3014784148286,2333.469312155235,2431.5984294902405,2299.669611732045
2043,,2416.668977878261,2289.2887658030413,2177.6751399256477,2303.26051990054,2603.9306147611237,2406.818619282478,2274.179072337738,2365.890607958809,2443.87494722194,2310.693318313418,2440.7531472132328,2317.2216221336344,2158.9732543697573,2279.1664040918795,2544.989739680492,2348.154493014838,2260.1913991190713,2482.4309873833286,2388.797921773402,2278.392987945864
2044,,2422.7774464823246,2255.3966032543963,2226.943787070686,2306.012050831365,2564.630588680044,2357.431875517347,2325.225822540429,2373.7012818995427,2444.4369244255186,2162.829498784704,2464.3405893330446,2319.373026736146,2193.8244023254706,2262.2400949371095,2605.377422600579,2330.3362295624356,2302.3192689591324,2271.3370589482674,2469.978208200665,2286.214015842083
2045,,2430.8952438989136,2234.4619722286498,2126.746599093201,2250.2680660020387,2585.628015784572,2237.351269446868,2207.0664563549594,2335.806989347215,2460.252437370574,2196.090859152178,2412.890865545245,2382.2667527675762,2221.673394529542,2334.093433722049,2498.2374325317314,2314.1636717428655,2332.335702908399,2220.027959729645,2527.5485754788165,2263.0015705261344
2046,,2369.5030428906407,2266.0384571842774,2058.630175872872,2306.1298560642467,2555.4155324339936,2259.2560649983793,2459.019579168952,2253.3353807216145,2362.7313518217466,2317.5707513043267,2509.564334081382,2224.015288026275,2121.005466055911,2235.9733378429614,2651.216862160238,2299.841436256678,2402.7446299252874,2308.971340924664,2424.3341688093915,2193.5733441770835
2047,,2387.3111941618586,2270.6859559318,2103.666122003841,2284.513810125615,2659.28367851369,2386.697784683097,2367.2057511779067,2226.0111453269387,2425.710522301821,2345.9213407284024,2506.1313181012692,2359.2451445588354,2233.2770390298665,2257.9746858148146,2699.060353405166,2310.7634863800326,2349.259897528763,2297.0660801164495,2447.637027776104,2393.8008733949264
2048,,2412.823158778588,2263.1146958445474,2132.0810165439066,2359.276343780752,2509.7424096390278,2408.7467686138043,2386.3353662502304,2240.357431305822,2383.4486343104954,2270.9482487250903,2512.811600868866,2338.6370594333916,2178.7378208521727,2386.7624415131872,2507.4422467273,2405.115956480668,2358.252632922338,2323.2379225243135,2457.5320326410983,2352.4591116460742
2049,,2399.9857747891183,2369.0390906051944,2139.9468180515123,2266.525882208408,2518.2175305085357,2390.0216563156896,2330.4946371484257,2260.1174328915263,2452.3729463843015,2228.5891072529644,2473.786683502655,2339.5628617422135,2096.5938681929865,2278.263187957812,2570.1690650830815,2334.7636261235525,2454.1146493790825,2248.3726892017567,2487.976438432337,2269.8126460422845
2050,,2436.4288654460393,2284.075428640545,2132.1291190946104,2213.079072457097,2596.7071992568076,2316.9550659487277,2249.2093132091777,2364.628194636921,2446.932608841693,2283.140732058345,2515.3483616118783,2325.3503509295,2122.059957117619,2266.788873208641,2586.7224173855184,2280.135212768529,2371.590895609554,2292.52076577939,2482.5906350702758,2223.918263005136
2051,,2433.7885138842635,2316.4971279405813,2233.454299797403,2251.90577648646,2477.591309091087,2285.125704717658,2411.2433871087546,2340.658495012579,2420.731799108878,2248.8982049038405,2521.2678728314427,2244.9926982672696,2082.2908946266666,2360.4782959789404,2602.4226986797244,2241.737997445157,2392.617763561933,2261.5315799638647,2564.396979070824,2290.9023606067053
2052,,2458.1824374151806,2233.9008124310812,2213.7586793148503,2361.55092886486,2588.273396263152,2323.2548432744966,2334.9353818565814,2314.3979891401746,2475.7006153105626,2332.2496182948585,2469.9208511387037,2315.955988736406,2170.8458672133966,2343.2581083036102,2610.0710359952404,2319.67353344534,2407.8037012469777,2305.5361038517494,2488.139472048444,2346.970613194744
2053,,2418.8942967746757,2318.220751336525,2265.911590422105,2204.106993411362,2607.2066685983827,2324.225585544778,2419.630722713753,2401.4386140001616,2487.201672723569,2277.273712574602,2410.2518661627378,2331.3040399349366,2193.608163515093,2373.217130404453,2636.706187491846,2418.6857338201207,2372.7306491133236,2356.677424642678,2487.4711669618337,2168.469562865375
2054,,2466.0907202405565,2324.619131833797,2219.6650151547124,2298.5759830433967,2594.8389172481643,2342.1709684439193,2344.650207762251,2326.2143564361327,2397.9024283475273,2256.558772138197,2491.7830397350795,2309.031969327127,2220.1789422765582,2311.9484181949624,2665.505681752001,2422.4297227793218,2332.837230368973,2334.19509016834,2413.6451418093525,2403.4436582858457
2055,,2423.938040130477,2359.4143893437304,2196.717440885103,2295.0981980876604,2548.6463019498005,2347.1408587154333,2399.4324658685523,2340.3681684921503,2471.814067056144,2269.626491020606,2515.3202759742444,2246.365949465622,2194.8956856002915,2354.3243552747635,2611.433285764559,2402.6823580498944,2429.932748972566,2427.7105292045767,2540.703085460346,2321.3412556517555
2056,,2420.2295072569173,2230.7723459018566,2189.2068616173224,2342.355480166357,2555.890901178753,2365.142069772504,2385.4789640123677,2271.6987218604327,2420.564248732379,2144.012853330916,2510.022140686926,2331.1586147342623,2241.841106100016,2455.0690062093263,2721.518753551932,2324.642953185086,2370.9093654046014,2313.727046312368,2436.8705195525404,2227.895046381172
