year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-1.9499999999999993,-4.199999999999999,1.8000000000000007,14.8,20.55,17.8,26.8,-2.9499999999999993,6.300000000000001,-10.2,-5.949999999999999,-10.7,4.550000000000001,-1.6999999999999993,-7.199999999999999,-7.449999999999999,-1.9499999999999993,-8.2,-5.949999999999999,4.300000000000001,-5.949999999999999,0.5500000000000007,-6.449999999999999,5.300000000000001,17.55,24.05,16.55,-5.699999999999999,26.3,-10.2,28.8,-0.6999999999999993,-2.9499999999999993,-4.449999999999999,-10.7,-1.4499999999999993,5.800000000000001,-1.4499999999999993,5.550000000000001,-7.949999999999999,-5.449999999999999,-5.949999999999999,-5.449999999999999
1992,0.0,-4.949999999999999,-12.2,-0.6999999999999993,-3.1999999999999993,-7.199999999999999,-5.449999999999999,-9.95,1.3000000000000007,-6.449999999999999,-7.949999999999999,-10.2,-7.199999999999999,-8.45,-5.449999999999999,0.5500000000000007,-9.45,-6.199999999999999,-0.6999999999999993,-5.199999999999999,-0.1999999999999993,-8.7,-3.9499999999999993,-11.95,0.05000000000000071,-0.9499999999999993,-2.9499999999999993,-6.199999999999999,-8.7,-3.4499999999999993,-7.949999999999999,-9.7,-10.95,1.5500000000000007,-9.95,-7.199999999999999,-5.699999999999999,-6.199999999999999,-3.9499999999999993,-8.7,-9.7,-4.449999999999999,4.050000000000001,2.5500000000000007
1993,0.0,-9.95,-11.45,-2.9499999999999993,3.0500000000000007,-9.45,-7.449999999999999,-3.6999999999999993,-11.7,-8.45,-9.2,-9.2,-9.95,-8.7,1.3000000000000007,-11.95,-2.1999999999999993,-5.949999999999999,-5.699999999999999,-5.949999999999999,-9.45,-6.199999999999999,-8.95,3.5500000000000007,3.3000000000000007,6.550000000000001,-4.449999999999999,-8.7,-3.6999999999999993,-6.449999999999999,-8.45,-2.1999999999999993,-10.7,-11.95,-7.949999999999999,-9.95,-5.699999999999999,-6.199999999999999,5.550000000000001,-8.95,-3.1999999999999993,-5.199999999999999,6.550000000000001,-10.95
1994,0.0,5.300000000000001,-7.199999999999999,-4.949999999999999,-1.6999999999999993,-3.1999999999999993,-6.199999999999999,35.8,-2.9499999999999993,-9.95,-5.449999999999999,-10.7,-9.2,-0.9499999999999993,-7.199999999999999,-12.7,0.05000000000000071,-10.45,-6.449999999999999,-1.9499999999999993,7.050000000000001,0.8000000000000007,5.800000000000001,-3.4499999999999993,-3.4499999999999993,1.0500000000000007,-2.6999999999999993,1.3000000000000007,3.8000000000000007,-0.9499999999999993,-5.449999999999999,38.55,-6.949999999999999,-2.4499999999999993,-10.7,-9.7,-10.2,-9.45,-4.949999999999999,-0.6999999999999993,-0.9499999999999993,-2.1999999999999993,49.3,-12.45
1995,0.0,1.0500000000000007,-0.6999999999999993,0.3000000000000007,-8.7,-12.2,0.8000000000000007,-8.45,-3.6999999999999993,-11.2,-7.699999999999999,-4.199999999999999,-6.449999999999999,-6.949999999999999,-12.7,-8.95,-10.95,-4.949999999999999,-5.449999999999999,1.5500000000000007,-2.1999999999999993,0.8000000000000007,4.550000000000001,-3.4499999999999993,1.5500000000000007,-5.949999999999999,5.050000000000001,12.3,4.050000000000001,-10.2,-7.949999999999999,-7.449999999999999,1.0500000000000007,-3.9499999999999993,-3.4499999999999993,-7.199999999999999,-4.199999999999999,-9.7,-12.7,-6.449999999999999,-11.45,2.0500000000000007,15.05,-8.45
1996,0.0,-8.45,-7.699999999999999,1.8000000000000007,11.8,14.05,-6.949999999999999,-7.449999999999999,-11.45,0.05000000000000071,-5.199999999999999,-8.7,-1.9499999999999993,-9.2,-8.45,14.3,-9.7,-3.4499999999999993,0.05000000000000071,-7.449999999999999,-4.449999999999999,-7.699999999999999,-7.449999999999999,-0.4499999999999993,1.3000000000000007,17.8,-4.199999999999999,8.05,-8.2,22.3,-5.199999999999999,-7.199999999999999,-4.949999999999999,-11.7,-8.95,-2.9499999999999993,-1.6999999999999993,-0.1999999999999993,-7.949999999999999,-9.7,-9.95,-7.199999999999999,-9.2,15.55
1997,0.0,-2.4499999999999993,3.3000000000000007,-0.4499999999999993,5.300000000000001,20.3,-3.4499999999999993,-11.2,-6.949999999999999,-6.199999999999999,2.3000000000000007,-10.2,10.8,-7.699999999999999,-2.4499999999999993,7.050000000000001,-8.95,-8.45,4.550000000000001,-7.449999999999999,-7.199999999999999,0.5500000000000007,-2.4499999999999993,8.05,4.550000000000001,8.3,0.5500000000000007,9.05,1.3000000000000007,27.55,1.3000000000000007,-10.2,5.050000000000001,-7.449999999999999,-9.45,7.550000000000001,-7.449999999999999,-5.699999999999999,0.05000000000000071,-7.699999999999999,-9.45,-5.449999999999999,10.55,9.3
1998,0.0,4.550000000000001,-5.699999999999999,10.05,1.0500000000000007,17.55,3.8000000000000007,-8.45,-4.949999999999999,-3.4499999999999993,-9.45,4.050000000000001,-10.45,1.0500000000000007,-4.449999999999999,-5.699999999999999,-6.449999999999999,-4.949999999999999,-0.9499999999999993,4.800000000000001,6.550000000000001,3.8000000000000007,6.800000000000001,25.8,13.05,4.550000000000001,8.05,3.3000000000000007,9.05,25.55,-9.2,-6.949999999999999,-4.449999999999999,-5.699999999999999,3.3000000000000007,-10.7,-3.9499999999999993,0.3000000000000007,0.8000000000000007,3.5500000000000007,-7.449999999999999,9.55,11.8,-3.6999999999999993
1999,0.0,-10.95,-2.1999999999999993,8.05,8.55,10.8,26.05,18.55,-9.2,-1.6999999999999993,-2.6999999999999993,-2.4499999999999993,-10.2,23.8,1.5500000000000007,-12.2,8.8,1.3000000000000007,-2.4499999999999993,2.0500000000000007,20.3,9.55,-9.95,20.8,12.05,13.3,31.05,9.55,14.05,14.8,-2.6999999999999993,21.8,0.5500000000000007,-9.2,-2.6999999999999993,-11.2,2.5500000000000007,3.8000000000000007,4.550000000000001,25.55,7.550000000000001,3.3000000000000007,4.050000000000001,-12.2
2000,0.0,9.3,-11.95,-0.6999999999999993,-2.1999999999999993,17.8,3.3000000000000007,25.3,4.550000000000001,-2.1999999999999993,-6.199999999999999,-6.449999999999999,-4.199999999999999,-1.6999999999999993,5.050000000000001,0.05000000000000071,4.300000000000001,1.3000000000000007,-11.7,3.5500000000000007,4.300000000000001,4.550000000000001,13.55,25.55,0.8000000000000007,1.8000000000000007,8.55,-10.45,7.300000000000001,23.8,-5.949999999999999,26.8,-11.7,4.050000000000001,-3.6999999999999993,-6.199999999999999,1.5500000000000007,-2.6999999999999993,7.550000000000001,-0.9499999999999993,3.0500000000000007,4.300000000000001,7.300000000000001,1.3000000000000007
2001,0.0,6.050000000000001,-0.4499999999999993,10.3,12.3,19.3,-2.6999999999999993,-1.6999999999999993,-0.6999999999999993,1.3000000000000007,-1.9499999999999993,1.0500000000000007,-0.4499999999999993,2.3000000000000007,3.0500000000000007,5.550000000000001,-0.6999999999999993,-4.449999999999999,-8.45,10.05,1.8000000000000007,5.800000000000001,10.8,15.3,14.05,26.3,-1.4499999999999993,25.55,7.800000000000001,25.3,-3.1999999999999993,-0.6999999999999993,2.0500000000000007,-0.4499999999999993,3.8000000000000007,0.05000000000000071,-2.1999999999999993,3.0500000000000007,4.300000000000001,2.8000000000000007,-1.4499999999999993,12.8,20.3,7.550000000000001
2002,0.0,-2.6999999999999993,10.3,27.05,5.300000000000001,-1.4499999999999993,12.8,-5.449999999999999,11.55,1.5500000000000007,-8.95,9.8,-2.9499999999999993,-6.949999999999999,5.300000000000001,26.8,-7.949999999999999,9.05,-7.199999999999999,8.05,2.3000000000000007,-8.2,0.8000000000000007,23.3,29.3,10.55,16.8,25.3,-6.449999999999999,1.3000000000000007,-8.7,-3.6999999999999993,12.8,11.05,11.55,-3.9499999999999993,11.05,2.0500000000000007,5.550000000000001,-6.699999999999999,-8.7,10.05,16.3,27.3
2003,0.0,-4.949999999999999,-6.699999999999999,2.8000000000000007,-4.449999999999999,-12.7,5.300000000000001,3.8000000000000007,-2.6999999999999993,-6.199999999999999,9.3,0.3000000000000007,-3.1999999999999993,6.800000000000001,6.800000000000001,-7.699999999999999,-6.199999999999999,0.3000000000000007,11.05,-7.949999999999999,13.55,-8.7,-2.4499999999999993,12.55,5.300000000000001,-1.9499999999999993,7.050000000000001,15.55,-7.449999999999999,-11.45,8.3,4.800000000000001,-4.199999999999999,-3.1999999999999993,0.3000000000000007,-3.6999999999999993,1.3000000000000007,-4.699999999999999,12.3,6.800000000000001,-6.449999999999999,-5.699999999999999,16.05,-5.699999999999999
2004,0.0,3.8000000000000007,-6.449999999999999,-1.9499999999999993,1.5500000000000007,-4.449999999999999,-3.9499999999999993,4.550000000000001,-2.4499999999999993,1.0500000000000007,-2.4499999999999993,-8.45,-7.699999999999999,0.3000000000000007,0.5500000000000007,-11.7,10.3,3.5500000000000007,-1.9499999999999993,14.05,5.550000000000001,2.0500000000000007,7.550000000000001,-0.9499999999999993,2.5500000000000007,5.800000000000001,-0.1999999999999993,23.55,2.8000000000000007,-2.4499999999999993,-2.4499999999999993,6.050000000000001,-2.9499999999999993,-2.9499999999999993,-10.2,-7.699999999999999,3.8000000000000007,1.5500000000000007,2.5500000000000007,1.3000000000000007,8.05,15.8,31.55,-9.95
2005,0.0,6.550000000000001,-3.6999999999999993,6.050000000000001,-5.949999999999999,-10.95,6.050000000000001,-4.949999999999999,-0.9499999999999993,-6.699999999999999,-5.949999999999999,15.8,-2.1999999999999993,2.5500000000000007,19.05,0.8000000000000007,-4.699999999999999,7.800000000000001,-0.6999999999999993,14.8,5.550000000000001,9.55,8.3,43.55,6.550000000000001,-2.1999999999999993,9.8,16.3,12.8,-10.45,-5.699999999999999,-3.9499999999999993,-2.1999999999999993,-1.4499999999999993,18.8,-2.9499999999999993,8.8,-5.449999999999999,23.8,3.0500000000000007,-4.699999999999999,19.05,28.55,1.3000000000000007
2006,0.0,4.550000000000001,14.55,14.8,13.05,31.05,-0.9499999999999993,-0.6999999999999993,7.550000000000001,-1.6999999999999993,23.05,7.050000000000001,0.8000000000000007,-8.45,6.050000000000001,3.8000000000000007,0.05000000000000071,1.3000000000000007,25.05,-5.699999999999999,5.050000000000001,-4.199999999999999,-5.699999999999999,-6.199999999999999,13.55,4.800000000000001,10.55,-3.9499999999999993,3.0500000000000007,28.3,10.8,15.05,5.050000000000001,0.8000000000000007,-1.6999999999999993,-3.6999999999999993,4.300000000000001,15.55,-4.699999999999999,7.300000000000001,9.8,-7.449999999999999,25.8,-3.1999999999999993
2007,0.0,3.3000000000000007,18.8,29.3,31.8,2.5500000000000007,7.300000000000001,7.050000000000001,-5.449999999999999,12.3,-0.1999999999999993,-3.6999999999999993,-5.949999999999999,13.3,-2.9499999999999993,47.05,0.8000000000000007,24.3,0.05000000000000071,29.8,6.050000000000001,-1.1999999999999993,5.050000000000001,24.55,23.8,15.8,-1.9499999999999993,4.300000000000001,0.5500000000000007,1.0500000000000007,4.800000000000001,-9.7,1.5500000000000007,-1.6999999999999993,-8.7,0.5500000000000007,3.8000000000000007,3.5500000000000007,-5.949999999999999,-4.699999999999999,-7.949999999999999,-0.4499999999999993,29.8,25.55
2008,0.0,16.55,9.3,12.05,1.3000000000000007,-7.449999999999999,5.550000000000001,-4.449999999999999,11.55,-4.949999999999999,-4.699999999999999,-0.1999999999999993,3.0500000000000007,-1.6999999999999993,-6.199999999999999,-3.9499999999999993,2.3000000000000007,3.8000000000000007,2.8000000000000007,24.3,-5.199999999999999,-3.1999999999999993,15.55,15.8,19.05,-2.4499999999999993,12.55,34.55,-3.9499999999999993,-9.7,-3.9499999999999993,-3.9499999999999993,5.800000000000001,6.050000000000001,-9.45,-5.199999999999999,16.8,-5.699999999999999,8.05,10.05,-6.699999999999999,1.3000000000000007,31.55,-1.1999999999999993
2009,0.0,0.05000000000000071,15.55,27.8,8.55,10.3,11.05,12.55,-2.6999999999999993,2.0500000000000007,-4.949999999999999,-4.699999999999999,8.55,9.55,2.3000000000000007,-1.1999999999999993,-5.949999999999999,17.05,14.05,-3.4499999999999993,8.8,8.05,9.8,28.55,12.3,5.300000000000001,16.05,19.3,0.5500000000000007,4.800000000000001,-7.199999999999999,44.55,8.05,4.800000000000001,16.3,23.05,9.3,6.300000000000001,2.8000000000000007,11.8,-4.199999999999999,31.05,29.8,-5.199999999999999
2010,0.0,1.3000000000000007,9.55,12.8,3.5500000000000007,-6.949999999999999,10.3,-1.9499999999999993,9.05,9.55,0.3000000000000007,-1.4499999999999993,-3.9499999999999993,1.0500000000000007,22.3,23.3,4.050000000000001,13.8,5.550000000000001,-2.4499999999999993,9.55,6.050000000000001,12.55,50.55,24.8,25.8,16.05,15.3,6.050000000000001,21.05,16.8,6.050000000000001,9.55,14.05,9.8,-1.4499999999999993,11.05,13.55,10.05,6.550000000000001,17.3,19.55,14.55,17.55
2011,,16.55,0.05000000000000071,17.8,10.3,2.0500000000000007,5.800000000000001,22.05,15.3,-0.1999999999999993,-2.9499999999999993,19.55,-0.1999999999999993,10.3,22.8,12.05,-4.449999999999999,3.5500000000000007,12.8,23.3,1.8000000000000007,-1.1999999999999993,2.0500000000000007,39.05,37.05,22.3,15.8,50.8,5.550000000000001,30.55,18.55,21.55,34.55,0.05000000000000071,1.0500000000000007,-6.699999999999999,31.3,6.300000000000001,37.55,1.8000000000000007,-4.199999999999999,13.8,36.55,22.3
2012,,-2.6999999999999993,-1.1999999999999993,5.300000000000001,20.3,33.8,18.8,33.8,-2.6999999999999993,22.55,11.05,5.550000000000001,-2.1999999999999993,5.300000000000001,-5.199999999999999,-3.9499999999999993,8.3,5.550000000000001,15.55,25.8,10.8,-1.6999999999999993,10.3,26.3,23.3,6.300000000000001,27.55,35.3,10.3,-4.699999999999999,0.05000000000000071,9.8,7.550000000000001,7.550000000000001,3.5500000000000007,-0.9499999999999993,2.0500000000000007,13.8,8.3,19.55,-11.95,8.8,25.3,-6.949999999999999
2013,,-0.4499999999999993,12.55,14.3,20.55,52.55,18.05,12.05,-6.449999999999999,15.8,-0.6999999999999993,12.3,-2.9499999999999993,-0.4499999999999993,8.05,6.800000000000001,-2.6999999999999993,0.8000000000000007,-3.1999999999999993,8.05,11.55,-6.699999999999999,2.3000000000000007,25.55,6.550000000000001,20.8,5.550000000000001,17.8,2.8000000000000007,25.3,0.3000000000000007,26.8,-4.449999999999999,-0.4499999999999993,13.55,11.55,4.800000000000001,19.3,1.8000000000000007,4.050000000000001,3.0500000000000007,28.55,13.8,7.050000000000001
2014,,22.55,8.05,7.300000000000001,37.8,29.8,-2.4499999999999993,-6.949999999999999,14.55,0.05000000000000071,4.300000000000001,2.3000000000000007,4.550000000000001,5.800000000000001,15.55,16.05,14.55,0.05000000000000071,8.55,19.8,1.8000000000000007,4.050000000000001,15.8,77.05,6.300000000000001,15.8,16.05,32.05,-3.9499999999999993,27.8,2.5500000000000007,40.8,12.55,1.8000000000000007,7.050000000000001,0.8000000000000007,10.55,0.5500000000000007,59.8,26.55,5.050000000000001,-0.9499999999999993,55.3,-2.6999999999999993
2015,,9.3,16.55,27.05,-7.449999999999999,-11.7,24.8,1.8000000000000007,-6.449999999999999,-4.449999999999999,12.55,3.8000000000000007,4.300000000000001,11.55,32.55,-0.1999999999999993,19.8,10.05,11.3,16.05,24.05,22.05,19.8,39.3,41.05,18.55,24.3,48.3,0.8000000000000007,40.05,2.5500000000000007,39.55,31.05,22.3,1.8000000000000007,4.550000000000001,36.3,6.550000000000001,15.55,14.55,2.5500000000000007,4.300000000000001,27.05,27.3
