year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,3685.1279295845525,2270.179265107463,2133.2895052914773,2334.568822394358,1960.9584285684898,2094.974027590933,2187.877043576968,2425.2106851471626,2230.9222373894268,2186.188783931287,2332.020660722856,1960.9584281497523,2334.568822394358,2270.1792655262,2425.2106847284253,2133.2895052914773,2187.877043576968,2094.9740280096707,2230.9222373894268,2332.020660722856,2186.188783477339
1992,3624.788433883068,2240.9450308742157,2191.0112465077777,2289.055356165812,2050.9528850200536,2103.6825792549052,2161.7294172389643,2399.712674185989,2173.0396856559464,2145.445440464663,2279.4856883389225,2050.9528850449387,2289.055356165812,2240.945030849331,2399.7126742108735,2191.0112465077777,2161.7294172389643,2103.68257923002,2173.0396856559464,2279.4856883389225,2145.4454401479393
1993,3720.9407766142867,2243.6325037183474,2129.526542952102,2241.2501078044725,2003.1343920902918,2139.2360601108294,2206.5131758323178,2448.8581558779147,2236.8737342917325,2142.285990336243,2362.7495156141385,2003.134392010148,2241.2501078044725,2243.6325037984907,2448.8581557977714,2129.526542952102,2206.5131758323178,2139.2360601909727,2236.8737342917325,2362.7495156141385,2142.285990196758
1994,3616.893028214874,2219.246611134834,2145.146258055491,2318.6187815941266,1994.9269898069958,2137.925847363796,2203.1609659738474,2435.556948799712,2215.918502752083,2198.7605709103027,2362.7637045554116,1994.926990087515,2318.6187815941266,2219.246610854315,2435.5569490802313,2145.146258055491,2203.1609659738474,2137.9258470832765,2215.918502752083,2362.7637045554116,2198.760571034837
1995,3676.71826400928,2166.2237041791445,2189.3668105801025,2265.878930012932,2043.7662112664893,2136.624543965913,2196.977688531689,2415.59110025397,2192.0335616633038,2237.008794975466,2348.485201873603,2043.7662128003522,2265.878930012932,2166.2237026452817,2415.591101787833,2189.3668105801025,2196.977688531689,2136.6245424320505,2192.0335616633038,2348.485201873603,2237.008794698128
1996,3657.951812953867,2269.8571110641924,2192.18468109092,2356.9145281743095,2052.291000580176,2104.67057990399,2233.684023714767,2506.600556414282,2168.059300777007,2156.796384616817,2302.005664888236,2052.2910007361775,2356.9145281743095,2269.8571109081904,2506.600556570284,2192.18468109092,2233.684023714767,2104.6705797479885,2168.059300777007,2302.005664888236,2156.796384722666
1997,3661.385255726301,2249.596253389625,2172.258312807265,2351.84821483983,2081.20654194206,2161.1549249293125,2228.9372193162676,2475.316600307833,2167.881460662497,2208.6518729176914,2366.7681497803874,2081.2065416456408,2351.84821483983,2249.5962536860443,2475.3166000114134,2172.258312807265,2228.9372193162676,2161.1549252257323,2167.881460662497,2366.7681497803874,2208.6518722201095
1998,3820.342551686438,2221.576860057597,2139.608469217194,2350.297694536932,2052.326267729709,2197.2773997398026,2241.0243941137705,2481.551755082941,2286.924850689348,2245.2054756841026,2384.848664906471,2052.326266298339,2350.297694536932,2221.5768614889676,2481.551753651571,2139.608469217194,2241.0243941137705,2197.277401171173,2286.924850689348,2384.848664906471,2245.205476051105
1999,3557.849208789992,2180.37423714,2196.0194305988584,2310.120937998255,2026.867785417786,2170.2208082849074,2199.7800854201414,2405.089364734899,2294.330319583781,2149.9882913156953,2370.219993837236,2026.8677853959382,2310.120937998255,2180.374237161848,2405.089364713051,2196.0194305988584,2199.7800854201414,2170.2208083067558,2294.330319583781,2370.219993837236,2149.9882906204443
2000,3630.869994513479,2315.656060380534,2165.2736664106515,2300.7227796244897,1973.7573847997076,2134.3461367150708,2261.571200194092,2434.7765753102353,2227.0579475252553,2095.7216526118737,2410.946360406476,1973.7573843776386,2300.7227796244897,2315.6560608026034,2434.776574888166,2165.2736664106515,2261.571200194092,2134.34613713714,2227.0579475252553,2410.946360406476,2095.7216530491273
2001,3665.5921822800597,2235.991188216956,2138.9948774680975,2356.123719104287,2072.408290230909,2228.02023986514,2192.453730211369,2436.445271897529,2204.8805515935505,2219.590922304481,2339.837582131001,2072.408291098234,2356.123719104287,2235.9911873496308,2436.445272764854,2138.9948774680975,2192.453730211369,2228.020238997815,2204.8805515935505,2339.837582131001,2219.590922734063
2002,3806.8372640453445,2215.6319438254977,2096.3857164372675,2326.121437508616,2051.3578257268437,2107.1164921614186,2249.0301038514067,2454.5319205053543,2253.0604164265646,2201.556370065129,2293.359409706134,2051.357826631381,2326.121437508616,2215.63194292096,2454.5319214098918,2096.3857164372675,2249.0301038514067,2107.1164912568806,2253.0604164265646,2293.359409706134,2201.5563691350676
2003,3553.175486116063,2212.366373737381,2132.3194970998593,2355.1373387062704,1969.459647475803,2195.829628632706,2279.7674096586798,2464.6964418497,2289.267700413914,2184.391336029295,2318.1621018884944,1969.4596467386755,2355.1373387062704,2212.3663744745086,2464.6964411125723,2132.3194970998593,2279.7674096586798,2195.8296293698336,2289.267700413914,2318.1621018884944,2184.3913374241256
2004,3685.6030110502647,2238.196494080045,2177.9267914859224,2393.8427819446256,2044.865913370403,2218.844588059953,2226.5254205041642,2476.247882071636,2221.1290994259375,2265.6600000573303,2381.5115281280127,2044.8659127916067,2393.8427819446256,2238.1964946588414,2476.24788149284,2177.9267914859224,2226.5254205041642,2218.8445886387494,2221.1290994259375,2381.5115281280127,2265.659999454843
2005,3564.9657941179803,2230.702576921981,2169.140548438343,2453.0603122499338,2058.9312165276706,2162.355401462491,2234.811228495266,2460.8202425695604,2180.7416115441915,2262.7754212633245,2376.0017834754854,2058.9312161491785,2453.0603122499338,2230.7025773004725,2460.8202421910682,2169.140548438343,2234.811228495266,2162.3554018409836,2180.7416115441915,2376.0017834754854,2262.7754224795553
2006,3693.824221076374,2253.6471355443277,2183.070164767599,2351.9119825490693,2133.2594929803013,2221.911890748873,2245.8359074197674,2447.0212121515283,2244.8415047668104,2182.9674397093563,2405.413616271202,2056.941966847333,2347.5195980102485,2141.3677476852477,2432.3876439010564,2213.51059291527,2196.7702667712183,2266.801894233758,2269.4358553978623,2417.2828519610753,2200.6139897575795
2007,3783.5541599808184,2275.1344694095665,2189.31581975437,2330.13990982219,2072.3043883305513,2195.5559113254426,2286.5619463206144,2419.176903436276,2263.232298902319,2196.7815462161198,2374.5920070074053,1982.1943281713843,2365.3799351374905,2218.4916841845666,2440.2038666055814,2147.842426519384,2243.539512986436,2299.3785022422458,2225.3877377436834,2339.0541610459723,2294.035855461284
2008,3623.1314454741973,2243.0561544855696,2207.6829253953565,2322.7544820842304,2058.776169654505,2172.4694367842135,2341.908903483447,2510.815419310502,2201.089263956868,2229.9660513071326,2399.4635374982417,1988.1249651623964,2337.2750244950194,2253.961245574296,2503.550285045584,2249.0442135160947,2339.1101850239743,2224.006302108378,2264.2353903002972,2295.669073980809,2158.4800657181713
2009,3584.7192902314155,2226.947898909564,2224.7332806379954,2368.2079431819957,2067.1923817648403,2155.587802117421,2306.233058918415,2486.151742193962,2297.916733930649,2191.7149056595995,2344.2261622771543,2061.222287175959,2279.6012774990063,2184.395476918922,2443.7201171680854,2244.487737567295,2312.2360534507734,2161.911454632344,2252.6621912537457,2328.158241877626,2231.0836699003844
2010,3489.1967497634278,2232.1204835457934,2221.9282774745566,2382.8733834046825,2115.83560605935,2291.8356411362474,2330.096029042261,2479.4788918781983,2232.990404773681,2244.378003510543,2367.483743157749,2136.056778648948,2413.3937612518707,2239.6658726695596,2405.7012157513786,2213.8563452385843,2328.2951858247216,2101.6324931017975,2213.6878573690246,2395.0831419460574,2242.1778968199396
