year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,3956.4858071506023,3978.6358432626553,3871.1693954050843,3735.4678592556975,3836.5591413991033,3805.1206640052906,3744.158703141222,3766.455645870409,3917.96899558938,3849.5993005874743,3874.502914209099,3832.3579763601165,3975.8998266802632,3740.0352912302874,3817.063339438857,3801.438451259948,3728.852234109411,3767.170783715137,3912.91466585093,3841.599863647368,3866.5042600714
1992,3757.621872484684,3944.751053832577,3778.767728416896,3985.3329039482906,3938.1893610126276,3692.691745517816,3793.919871509401,3605.9122403156507,3782.967862782445,3695.1795286498027,3816.937497868887,3752.036284345741,3942.711048677261,3993.390744612654,3922.3741204224125,3691.6148405656986,3778.7817680524877,3614.073178577455,3779.1843045165933,3689.0688393443043,3803.2110664405677
1993,4022.11021310091,3856.3130907984964,3661.463846505072,3873.2644094396487,3753.2667841514963,3878.443121423103,3771.10070871649,3836.643371116251,3914.17083868404,3912.248374108604,3843.2506460928,3630.9819101765534,3860.578345132768,3882.2569849772667,3746.8579072168714,3878.857380800832,3752.485798981049,3837.1362801167243,3910.0352984864726,3906.282947769757,3823.273289720674
1994,3826.7948931753635,3862.143448683047,3824.998572972384,3780.0192483887236,3910.5903328181303,3848.096540811526,3844.5914878543413,3831.3505375447444,3878.860759912689,3984.052521789971,3969.829792066196,3788.34181748813,3858.740099361421,3795.8902619006317,3886.8464030431087,3848.986556089578,3827.1385912998303,3833.5280764355193,3870.461544994717,3976.2340914784627,3947.886997134676
1995,4008.468593508005,3752.0175495449266,3710.360067176354,3903.0218868626444,3983.7843641992913,3724.5500376710916,3862.5781431871983,3795.799604741364,3859.842986663199,3849.4433154959042,4037.8002947082664,3680.311430528982,3759.5954390084817,3916.174214950588,3968.294078257625,3724.3408166878944,3845.835048999995,3793.5673746429047,3850.7207387807243,3839.009928102946,4025.3466096292577
1996,3803.705361545086,4042.3215639660084,3964.8284571041145,3871.6687621205924,3954.51882751389,4091.666284546773,3758.0294405903815,3878.922142102539,3735.2564372141796,3857.6476178613993,3839.424103469143,3928.5451028980956,4046.373424034172,3881.920801928308,3935.6428893098796,4083.546971832311,3745.792729472365,3877.7275406281833,3730.9495623356197,3840.9146231686336,3822.0865351832745
1997,3865.055995762348,3952.6040959738816,3906.8525189112356,3938.6178254354454,3897.5574664118903,3918.0100796440383,3836.965186286515,3780.3503890336697,3754.985556646418,3984.997890996375,3913.7280607167077,3873.414804843416,3949.2030237584227,3942.5808062485366,3884.9442824655125,3919.2268010634157,3817.4667047068233,3786.4903092805835,3751.824108275474,3970.5562297547417,3896.0382324235857
1998,4176.188043892384,3865.966182501513,3945.470746519605,3905.167388854468,3844.6297259512285,4043.011487886165,3920.8689107775826,3917.6799249421933,4062.1648631986213,4015.3015479427504,4049.929785314843,3906.2529227197074,3867.3131301599633,3912.5286498041555,3830.45219151891,4038.623274808823,3897.852476256664,3921.122982799734,4068.8208631735524,3995.9174689839224,4042.39266426493
1999,3795.9049775600433,3728.990678945331,3782.03167065768,3836.869293671748,3925.1229363613397,3753.8908724662397,3865.6628212636606,3844.814233271673,4024.6169204765442,3885.1881445506706,3912.5350336794645,3752.1773260473874,3731.700820614174,3844.004483864545,3912.1954935770564,3758.9150383508586,3847.8014609279276,3846.9559718608953,4022.86701889755,3877.256782496466,3886.766598999876
2000,3939.7921506762505,4088.8062784475483,3734.7772520285625,3804.563122249234,3851.784357472484,3826.957314687625,3741.8078679720147,4000.097878034588,3926.4819184726593,4011.7133295198782,3787.7393205345556,3699.7181716177115,4082.3500173594907,3809.9921905924425,3834.2144717671604,3823.0787156254773,3727.060829008552,4001.5251759463044,3926.33516364211,3995.2500924644874,3776.3068057414284
2001,3959.0475068986416,3922.3947330107685,3991.2711361516203,3995.4453739532682,3840.5988191663437,3823.7573968559846,4053.6009604575106,3723.3713246373204,3878.1368022804313,3817.970232968995,3964.7779428996528,3953.341118665341,3921.172427985798,4007.907848515158,3826.1859822890165,3819.149198664833,4036.5496314222155,3716.885909865059,3871.1962554246165,3811.443016179299,3943.6382943816125
2002,4236.799484848976,3868.487669489965,3934.393857842431,3962.6681498151647,3739.76352291312,3922.026566943966,3770.4379809100633,3959.3476639701544,3954.874715924089,3745.135724184093,3974.1682005425614,3904.9735220225525,3872.509362721053,3969.461281314392,3732.944172585576,3913.854321662096,3750.9382412938603,3964.2934949443443,3951.048215275934,3742.3237753180956,3956.3219498238886
2003,3873.8881538808346,3814.9636302471795,3920.7882816347146,3786.6619197865625,3821.2164770599684,3996.3238177561752,3989.6181977815595,4095.16793014055,4017.6941439213533,3887.781580297731,3909.8848386318914,3894.6433653279682,3823.3638863240976,3798.929400026201,3802.256729388598,3987.4914419779484,3983.8554336974935,4081.2028130823733,4016.9204090489757,3871.303727306821,3890.482722960844
2004,3965.4029402136803,3970.057520512843,4081.7220546120375,3960.472242524589,3936.9089668804872,4000.731415685592,4075.462102001912,3829.6862819610615,3962.218275289641,3906.584191362167,4137.085235809246,4032.198869474863,3973.962744072828,3970.5922675576594,3919.1672701430534,3989.475895841997,4057.715327347823,3831.4285165230344,3965.3779320987437,3895.3457856714963,4120.130783193284
2005,3882.6336696743965,3912.7142025803214,4190.875871110624,3945.4798879331347,3937.9093544016687,3905.3592903921754,3821.2637691052973,3894.583718658977,3773.3431451486813,4002.5007889994886,4069.927115430103,4144.808776778631,3921.658920411629,3960.408604037117,3910.472715374196,3895.7321202077064,3807.080738302889,3896.211320749074,3767.341507565277,4000.64971473351,4056.5204011135033
2006,4056.979228824377,3937.1405725828754,3925.0602933563277,4091.8481209265647,3894.548026928364,3838.8978520774785,3990.1844643432228,3910.659725823628,4035.0160706792303,4080.3787710442493,3948.9116583718974,3917.908869692188,3685.095200473173,3999.8838845936207,3979.021514405065,3812.470491505226,4095.82749345107,3722.8615001763883,4033.7575276506377,4044.682945682256,3966.410157765021
2007,4148.898897916079,3979.389373148922,3851.4499175545807,3905.264840898797,3945.003574708604,3819.056795368844,3969.3563598147907,4009.2830463958453,3985.4664677044148,3905.181724551331,3894.1100279690368,3916.459500872286,3855.384953614707,3823.190051405455,3736.2722873638986,3782.2979356442765,4236.654581987613,3871.256697457964,3899.3948746393844,3843.006989163383,4067.5574936149114
2008,3768.8835596442223,4003.378202870421,3851.538160033874,3972.2481191154648,4018.534874233938,4032.923182481176,3992.658546471141,4171.567585304832,3856.6368417595695,4008.082822315249,3963.31661511548,3868.323907061055,3986.4608158025903,3791.5265368864584,4079.5002676598046,3934.9595379022485,3959.1034976714877,4094.691637464733,4032.22950913948,3744.6710914130012,3889.0806810350673
2009,3904.749345779419,3894.784623434758,3994.558196735071,3916.0347961977814,4028.5068184620386,3884.5441758973448,3823.973209921288,4065.0878252350476,4110.223015664391,3865.904712067178,3918.060221843776,3739.3201520533707,3907.8610291886844,3881.5283957189113,4113.50354120664,3841.799842721119,3886.5963892553286,4035.061974660825,4012.4512220557726,3806.507052032459,3951.3636897733645
2010,3745.715880781412,3899.9899218070013,4106.301487127983,4104.405025927082,4015.2767784818234,3966.1970086818906,4111.701245217447,4131.96621771287,4004.3488970888634,3953.664819909362,3958.3269059433906,4158.255417222469,3962.5892685208933,4146.382416524364,3972.042571722815,3752.5582427292,3743.3285755148004,4088.38718352658,3800.4421813575213,3947.0849002191685,4042.3563048100295
2011,,4003.8702437436577,4086.208796542135,3898.970109422701,4037.4060655850853,4130.521588778018,4169.103178480687,4046.8045835300536,4179.490878687719,3875.894878561915,3920.9262095064623,4043.622177957369,3813.411334234419,3882.8417610819715,3844.9974606508135,3795.077886921058,3963.4753045549014,4140.066922271376,4003.4977527278606,3970.9069137587153,4185.609104895455
2012,,3807.894900470157,3804.18225363241,3827.2866867987864,4123.763124751122,3912.29298312026,4016.451798711693,3947.534189266998,3952.9456527669527,4032.130823589485,4056.6916460242987,4062.7681941120936,3970.6091828545477,3798.1847562197054,4132.772198724745,3862.417276461343,4184.666895342453,3917.603399967128,3942.9751159507537,3835.3479522531275,3758.1178625251523
2013,,3935.0327401712307,3756.209344404683,3979.3901001242934,3924.1779388742707,3978.145402296378,3938.6938394033177,3970.708559473368,3930.0244850374274,4184.823643826272,3973.6041531390347,3786.4190346573478,3919.611470037582,3911.663360884391,4188.988329143605,3961.877943952714,4171.651281964792,4007.301774720838,4125.886403497925,3851.7052489116336,4026.0358388323816
2014,,3958.4977603060242,3871.6532563569153,4050.309762816797,3955.942635263097,3953.8741239406754,3943.7870415896573,4284.642395058841,3893.3975621678583,4003.863421997338,3929.374190150377,3815.7640115477407,3935.3851634295897,3867.222528725671,3907.9630715265976,4033.5391895665307,4068.298179322996,4035.198921865314,4228.722241854528,4061.0886869668193,4033.355156975315
2015,,4003.79798291964,4055.43070302871,3945.9922542768895,3980.751792862833,3921.6712951522736,4183.377824936132,4055.834320643634,4042.615314652454,3780.375508614574,4225.192509713136,3872.634311813672,3915.5082508462383,3765.5629572379244,3991.869828307202,3758.296540137955,3960.6440011527034,4002.6334226543604,4150.104051180659,3989.127233379021,3834.683588262641
2016,,3938.760041183968,3989.177181068228,3927.801735961933,3986.8093252024983,3973.112190386273,4254.428575347897,4047.1900126318505,4050.1404131198947,4001.984227653927,3868.056103109241,4259.868034445949,3966.649418309925,3874.254458464161,3934.409900793845,4082.5385989383917,3831.0722684532902,4111.761165548881,4269.623353692277,4248.6509933569505,3930.984743697226
2017,,3945.9477336216705,4153.945430652519,3944.1222027436697,3783.7219792660003,4165.14978734314,4049.924523359909,3966.637993209336,3781.1160331576248,3805.0953123508234,3973.82288778767,3749.084691300537,3877.7372301296186,3911.029067220284,4033.9292775012395,3917.480920046245,4006.7589485650055,3948.6512549370264,4147.520801532588,4112.601176426214,3997.3839504483
2018,,3847.5643720008493,3841.5576882839255,4109.952603727882,3882.594040474838,3936.5868224280966,4021.222430639863,4128.72110088752,3973.1061946873297,3975.5555483553367,4402.99511808208,4054.0253590219313,3945.646265878406,3997.244182068545,3965.1693590018763,3818.7536522167247,4145.124329945109,4013.5041826543675,3921.2176062628087,4082.0516045493387,4039.8681041385507
2019,,3986.658502090886,3951.79829616859,3862.2904038550596,3875.070738736527,3842.288260177872,3952.479380464063,4216.524564926287,4102.018089376059,4011.1511225687636,4058.1062146977415,3956.895454326438,3855.7904298497597,4144.699040005756,4034.612387615131,3914.297695032512,4060.485643045764,3934.7074804354343,3913.448550089428,4157.78597022929,4086.633626765658
2020,,3957.814378116812,4041.6108275762995,3993.3616858075056,3951.8939681333695,3852.1528385692886,4093.202431913875,4242.857063892781,3902.4277816968815,4014.7728996212145,4010.491812322813,4005.0961368748185,3989.1189107676237,3818.8455720094576,3830.9542126704405,3961.30751174545,4295.774380293896,4057.7308249220264,3939.822295492661,4179.985710460491,4006.241143199101
2021,,4029.204838484346,3959.769455508488,3782.7899612856213,4088.7525408517376,3937.7180121314705,4124.6465963808605,4064.929469453545,4244.45575440071,4120.710612819336,4081.694873339862,3971.114203967792,3935.7211539493815,4039.443054601673,3934.882580630803,3932.5211514852526,4033.6927028086775,3884.575348127346,3940.519059125126,3981.4049145380022,3878.4716127250526
2022,,4051.667194563397,3977.318299483037,3927.67687293882,4021.856446670445,4133.638789770382,3839.433271140816,4036.250782599214,4009.57297623851,4178.592205227406,4192.577473395834,3923.0383318411314,3938.4213530322377,4028.283018832439,3874.290170505953,3966.8846500722357,4178.28196057352,4115.456127654407,4186.235077973327,4082.4309277094058,4177.253527337572
2023,,4022.701699962501,4057.792487524343,3899.892285686261,4203.05364360801,4187.0316745399405,3769.5533950323106,4242.8044856082415,3952.605154576099,4335.619671899778,4015.1432171840497,4025.6205026968464,4020.790958226912,4125.845463511935,4008.8642540010314,4047.9628535916195,4100.175433888898,4269.636604338575,3946.1822899260355,3934.983418870501,4028.981219644994
2024,,3916.4056345584518,4078.236123979729,4109.262693342797,4049.927250067959,3914.1797286097913,4026.256070482276,4155.730875412717,3898.6135992447216,4117.28112825533,4098.335349648641,4026.1520005019815,3942.2076432259555,4194.987817285081,4036.114882181166,3898.05204164085,4214.462546509011,4039.936816147896,3938.2746360353203,4089.4460169484,4004.376660689292
2025,,4051.2650199182312,4032.413330737773,3913.149026855232,4048.8367640161114,4140.414183696017,4122.190356675368,3956.922674054239,4016.197632405446,3990.803937142059,4129.003728293251,3938.1205113808546,3774.7000639507005,4080.46228596142,4009.7186126447805,4067.985599472761,4091.976422620901,4170.1785519637615,4009.3093131095447,4203.457958825099,3935.171719856028
2026,,4127.138539542626,4073.0432506639618,4144.072319218066,3947.7396031127187,3907.0918837076065,4230.359520132514,4130.517151533486,3962.704079577199,4158.764940438461,4234.665623960403,3830.4393313888004,4172.480699190759,4038.0928513154076,3937.844119710503,4036.626820137446,4012.5886483906943,4063.494769166633,4130.351030783879,4104.601322089656,4230.727032265704
2027,,3937.1030834778867,3950.8811881763386,3957.0143783138883,4173.905927376599,4034.6692856484624,4218.128756274058,4067.2838032207546,4073.7294307297925,4053.233400703251,4019.194259056333,3979.4471756074045,4039.2815940588353,4057.7511808501113,4216.30554510276,4047.415256004924,4131.2489512531,4063.2101925068146,4027.5795423185095,4032.5227685249397,4044.9557436790583
2028,,3878.607302020939,4096.164638305151,4011.5593408138398,4063.9065021482575,4179.258405808488,4233.486916683231,4101.029895656569,3976.5168822122587,4022.6987515373994,4115.117179299836,4054.8016566780825,4070.4718318866703,3979.7260142117834,3966.9530645669292,4033.337890546934,4328.161540289435,4160.580631006528,3993.64094181438,4001.6292766220827,3838.9953878886777
2029,,4036.354394196109,4129.249533743019,4247.9435108233765,4043.184762171823,4094.57964563691,4034.9859955956877,3983.707980686294,4112.046941917237,3920.852976346261,4086.3741405698843,3927.803158104328,4299.679125788465,3876.9355633743403,4112.9309570206115,3984.4913826087136,4383.393617152621,4017.0290048733814,4031.417486455576,4017.514532405553,4045.72915553229
2030,,3949.0551115877342,4045.2178554515235,4200.670382786657,3981.5446178782086,4192.625383755163,4040.586006601834,3978.9107380762375,3886.8247741985942,4315.554421650284,4041.1332858883625,4011.771500071151,4046.939583680942,4290.436621225918,4088.9193827120193,3996.458613871037,4172.008631608876,3931.478048706297,4129.812246841099,4082.570154507891,4044.1147201650087
2031,,3925.2968300308294,4074.5460105188704,4244.423070200339,3851.4989004443632,4037.9841467660444,4247.3143504754735,3821.8784096084246,4003.608424735711,4095.5347703571,3973.0378729800977,4063.126508111284,4034.690700901281,3907.210659521257,4026.860349591993,4120.0825096568615,4045.6855486279055,4098.21859620492,3944.2046268923505,4027.5873129158917,4152.203186029503
2032,,4142.866146399327,4156.701941596799,3922.968158001474,3896.6124620939945,4105.376711715374,4269.953958322691,4137.7940500126915,3961.2078714301892,3979.900329268509,4031.1429657358426,4073.753632810761,3984.935572764915,4278.626334803618,4091.3101500184657,4128.926426956978,4122.004483876527,4277.881541837821,4028.4330287448156,3990.1879684616156,4284.485953778633
2033,,3848.4227877384783,4048.140068395168,4122.203099239065,4129.483177523993,4062.3871212816657,4019.6828372392893,3935.414704810417,4242.297290943251,4204.244308204997,4071.3145562705904,4112.829543753378,4006.206087905323,4040.3402135024007,4002.316195310729,4082.123743522612,4181.980506916955,4127.168552254556,4403.910430711281,4003.445206312198,3822.4506697716033
2034,,4137.21928536605,3955.914146837287,3941.207594316376,4177.22936372079,4248.896876670729,4020.2801551011416,3903.6262559559927,4138.571725631715,4180.884137442148,4131.021247014557,4079.153601413185,3982.77876392307,4208.334190833136,4066.9643337748485,4018.0378078708973,4265.232930961942,3987.971267372758,4109.82571613664,4141.887890144385,4194.779635746756
2035,,4053.751992500883,4071.196768056718,4207.093733491307,4241.297238844521,4182.744329528352,4025.2790958629375,3843.1704909224663,4100.33347268021,3967.8412773432283,3908.0714554554274,4295.9721194421145,4016.8275724048253,3882.234492825947,3967.0611409575467,3980.3517127508258,4082.993639249734,3785.18835292275,4025.870725404203,3914.4177902764313,3968.462379710893
2036,,4055.10676408853,4191.757261442894,4023.9552470729163,3952.3348736632893,4100.790803570461,4022.583379324933,4084.874118797202,4122.378298577844,3789.083506129389,4115.696083432156,4161.680004693672,4116.425779537955,4142.025660488532,4117.412298417292,4227.675995004748,3811.3808598961577,3981.6599639457704,3960.7758390894646,4118.818941429884,3943.0065444073857
2037,,3879.092921312188,3951.60476499747,4121.601571916945,3909.233579347812,3991.5423617420665,4158.342612557181,4047.0914268219844,4260.819064990927,4150.557313254869,3996.8539905996786,4100.827577144943,4180.336459676577,4230.017412090925,4168.471190057295,4146.700350578706,4054.704793491786,4048.8247663940665,4081.5638491127133,4102.868906581064,4151.306066342184
2038,,4018.6418924087366,4205.8064371493765,4046.3838239662755,4176.966287688822,4060.74098186747,4076.2769307590224,3930.016630442832,4086.9828200000875,4316.815625044399,4138.684741605225,3972.6307000315596,4004.5677911369503,4041.9987093988166,4003.9376214141284,4112.530732686847,4125.6328945856585,4104.601797390036,4148.445900830495,4081.0019242354792,4062.1971022199896
2039,,4165.569094872299,3980.3866146746745,4403.190405569373,4126.040505830104,3965.5835740803236,4264.745543564753,3778.5829658387547,4069.8584860828964,4107.014452131023,3971.3370427490545,4043.3316574712844,3915.2423400856646,3976.2064505029207,4123.87645799772,4249.892615670138,4419.396501047374,4246.609305988391,4315.365730603021,3996.470023690288,4096.764404677769
2040,,4009.558362489521,4084.238562287952,4184.529894182949,3899.5438709622804,4229.304016033926,4021.7266535533754,3989.159583588215,4084.780828265998,4087.6448305609183,4199.9326453312715,4151.731569887142,3988.584727753856,4095.2630241536745,3993.084561463284,4204.650459748016,3983.096704667594,4200.169819870512,4164.199707850823,4202.471891546512,4204.224938992918
2041,,4025.4019268406014,4168.920708316767,4006.6256100458245,4142.506389687265,4070.3635493675247,4106.161445524917,4104.5590327245545,3974.6305645276293,4138.28391244279,4164.267751393594,4103.792878761683,4035.4930288415408,4076.3473538059047,3947.249043355984,4191.8246376741945,4078.860831453785,4168.100618312552,4054.311721804407,4235.745291425355,4281.601368585641
2042,,4029.4934195592036,4129.019594915808,4311.9205404422555,4048.4610307105086,4200.029831017526,4213.742136225618,4159.713531440903,3971.999432311779,3989.224921690954,4203.138737384207,4252.416392156979,3968.8180576810582,4123.10592411528,4137.57381960596,4082.4908693646917,4134.162221893571,4221.004067168648,4201.014822805731,4120.274968839396,4145.8912686454605
2043,,4065.018184130318,4133.487603573608,4250.41032169418,4209.314343223869,4210.142811909469,4435.297330188865,3977.433569381236,4226.418221030455,4107.740522787414,4192.907986764797,4171.803822304093,4112.700726579517,4161.486171838366,4156.026196902769,4093.423302988008,4234.515329336866,3916.30988291703,4452.969469234526,4046.0063911455827,4080.4914309251017
2044,,4009.159984400607,4149.8944635226735,4304.570946013118,4175.814209301762,4185.242606840888,4329.849460629772,4079.322714384831,4240.26022804493,4147.2152452406735,3878.9837960892605,4180.329536694209,4135.485409927568,4255.219126888304,4053.5485566670322,4265.760738114748,4257.0663004594335,4018.669230932043,4066.7032568784016,4206.127046679584,4156.047446585135
2045,,3929.8822968776544,4141.856478331359,4108.558998625244,4057.33218440279,4173.972611910993,4080.4507346345317,3841.4129270460235,4182.701122288128,4188.016807514576,3978.1413076976387,4026.851646691884,4299.519611846561,4296.713600969756,4252.861769392948,3993.6542608276513,4197.1633675451985,4110.40189713038,3950.5801563288833,4347.9233395271895,4066.009132973473
2046,,4029.579969130552,3982.767355297339,3965.809813735103,4162.325040924028,4160.137549460464,4083.5278217736104,4423.185641070697,4016.0936285798557,3946.913693180294,4258.112048911701,4271.130899910543,3939.375248927343,4101.245732367393,4073.9397491849136,4357.029654582267,4170.662883129471,4247.81274611556,4076.795729938759,4136.545265424321,3979.288479677954
2047,,4041.1817344405617,3995.0749398339794,4073.9145863479584,4127.554269979758,4343.76144865149,4328.151873468922,4189.29751440459,3978.324539157228,4132.013122637947,4311.533863328723,4268.64011594471,4183.942887500009,4322.174348813258,4115.937006452342,4378.693561077591,4199.347245073754,4129.096149594097,4093.2332262332257,4189.650453694842,4271.2678381604765
2048,,4043.7021191801405,4085.303473227801,4131.231179168619,4305.5991423803025,4093.0731528043793,4416.47212281076,4247.1620810840805,4006.4175385060444,4024.666298144032,4150.881827364216,4341.272208495798,4211.853584931943,4259.255778055904,4348.524124250703,4066.5540744358254,4391.786894879729,4161.3389627102815,4168.3754395292335,4198.008047511107,4239.5243458305395
2049,,4244.519991936734,4109.8880453038855,4174.259937247267,4086.397603151523,4110.903827372848,4387.942445748647,4072.888123199388,3998.4371172879314,4142.177227415337,4001.861198237626,4244.450350759202,4163.853204580038,4042.0633887666877,4136.974295405459,4209.9450825929725,4251.405851586809,4368.272708721573,4023.3004258182127,4247.943634669966,4103.305669897056
2050,,4042.90911708301,4161.632110997023,4126.298493943423,4025.3514854137375,4276.088148755016,4248.147278239841,3933.3541931811046,4232.460899012581,4146.979826971319,4147.295263268668,4322.200479814352,4150.180832010388,4121.352885680831,4113.049892497008,4231.953591406766,4168.649323439675,4170.937199921327,4091.3995537684496,4244.332747563229,4004.8286847006852
2051,,4130.380846023555,4181.45739943203,4302.840500888517,4107.272093973825,3967.018670936431,4173.693056314537,4286.884657543461,4202.436393461876,4104.324984653402,4104.3902812073065,4339.614726255886,4008.1075485346296,4021.39028022815,4279.177140094387,4216.504925208681,4020.5496377748104,4224.145455175907,4018.133417569371,4402.6717114583835,4156.552395184248
2052,,3915.387179993044,4219.5862850824415,4292.467368561547,4394.9506808515935,4248.6346011651585,4222.107574488764,4100.134067025162,4136.214972444104,4208.255801184575,4246.269427572651,4197.618810570541,4114.70534514181,4210.747086914849,4267.109355445768,4289.600911008965,4198.638025374712,4283.272869231696,4132.398917595587,4252.321032942984,4294.846935200543
